Border,Date,Measure,Value,Average
US-Mexico Border,12/01/2007 12:00:00 AM,Truck Containers Empty,134428,144054
US-Canada Border,12/01/2007 12:00:00 AM,Rail Containers Full,109266,96579
US-Canada Border,12/01/2007 12:00:00 AM,Truck Containers Empty,80337,68660
US-Canada Border,12/01/2007 12:00:00 AM,Rail Containers Empty,45117,32578
US-Mexico Border,12/01/2007 12:00:00 AM,Rail Containers Empty,35151,25879
US-Mexico Border,12/01/2007 12:00:00 AM,Rail Containers Full,26295,21940
US-Mexico Border,12/01/2007 12:00:00 AM,Buses,23760,21807
US-Canada Border,12/01/2007 12:00:00 AM,Pedestrians,19993,56745
US-Canada Border,12/01/2007 12:00:00 AM,Train Passengers,13765,20275
US-Canada Border,12/01/2007 12:00:00 AM,Buses,8656,13568
US-Canada Border,12/01/2007 12:00:00 AM,Trains,2430,2788
US-Mexico Border,12/01/2007 12:00:00 AM,Train Passengers,1585,1341
US-Mexico Border,12/01/2007 12:00:00 AM,Trains,858,697
US-Mexico Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,13111785,16817843
US-Mexico Border,11/01/2007 12:00:00 AM,Personal Vehicles,6626661,7145203
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicle Passengers,4811091,6376658
US-Mexico Border,11/01/2007 12:00:00 AM,Pedestrians,4226540,3865648
US-Canada Border,11/01/2007 12:00:00 AM,Personal Vehicles,2412399,2834845
US-Canada Border,11/01/2007 12:00:00 AM,Trucks,527722,547048
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Full,432003,403108
US-Mexico Border,11/01/2007 12:00:00 AM,Trucks,411913,357759
US-Mexico Border,11/01/2007 12:00:00 AM,Bus Passengers,279751,272663
US-Canada Border,11/01/2007 12:00:00 AM,Bus Passengers,263206,338521
US-Mexico Border,11/01/2007 12:00:00 AM,Truck Containers Full,255674,204996
US-Mexico Border,11/01/2007 12:00:00 AM,Truck Containers Empty,153446,143987
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Full,123014,96392
US-Canada Border,11/01/2007 12:00:00 AM,Truck Containers Empty,95740,68469
US-Canada Border,11/01/2007 12:00:00 AM,Rail Containers Empty,52079,32440
US-Mexico Border,11/01/2007 12:00:00 AM,Rail Containers Empty,40163,25778
US-Mexico Border,11/01/2007 12:00:00 AM,Rail Containers Full,29729,21885
US-Mexico Border,11/01/2007 12:00:00 AM,Buses,22631,21801
US-Canada Border,11/01/2007 12:00:00 AM,Train Passengers,11823,20334
US-Canada Border,11/01/2007 12:00:00 AM,Buses,10450,13589
US-Canada Border,11/01/2007 12:00:00 AM,Pedestrians,10188,57072
US-Canada Border,11/01/2007 12:00:00 AM,Trains,2650,2788
US-Mexico Border,11/01/2007 12:00:00 AM,Train Passengers,1699,1338
US-Mexico Border,11/01/2007 12:00:00 AM,Trains,904,695
US-Mexico Border,10/01/2007 12:00:00 AM,Personal Vehicle Passengers,13198036,16843515
US-Mexico Border,10/01/2007 12:00:00 AM,Personal Vehicles,6757768,7147950
US-Canada Border,10/01/2007 12:00:00 AM,Personal Vehicle Passengers,5203099,6384981
US-Mexico Border,10/01/2007 12:00:00 AM,Pedestrians,4113341,3863891
US-Canada Border,10/01/2007 12:00:00 AM,Personal Vehicles,2614080,2836410
US-Canada Border,10/01/2007 12:00:00 AM,Trucks,582390,546797
US-Canada Border,10/01/2007 12:00:00 AM,Truck Containers Full,486590,402515
US-Mexico Border,10/01/2007 12:00:00 AM,Trucks,435214,357209
US-Canada Border,10/01/2007 12:00:00 AM,Bus Passengers,344879,338475
US-Mexico Border,10/01/2007 12:00:00 AM,Truck Containers Full,268483,204545
US-Mexico Border,10/01/2007 12:00:00 AM,Bus Passengers,254367,272792
US-Mexico Border,10/01/2007 12:00:00 AM,Truck Containers Empty,165404,143835
US-Canada Border,10/01/2007 12:00:00 AM,Rail Containers Full,125692,96184
US-Canada Border,10/01/2007 12:00:00 AM,Truck Containers Empty,93755,68289
US-Canada Border,10/01/2007 12:00:00 AM,Rail Containers Empty,53937,32287
US-Mexico Border,10/01/2007 12:00:00 AM,Rail Containers Empty,39582,25680
US-Mexico Border,10/01/2007 12:00:00 AM,Rail Containers Full,30694,21822
US-Canada Border,10/01/2007 12:00:00 AM,Pedestrians,25778,57293
US-Mexico Border,10/01/2007 12:00:00 AM,Buses,22531,21795
US-Canada Border,10/01/2007 12:00:00 AM,Train Passengers,13875,20379
US-Canada Border,10/01/2007 12:00:00 AM,Buses,11469,13604
US-Canada Border,10/01/2007 12:00:00 AM,Trains,2750,2788
US-Mexico Border,10/01/2007 12:00:00 AM,Train Passengers,1783,1334
US-Mexico Border,10/01/2007 12:00:00 AM,Trains,944,693
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,12847473,16872058
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,6450165,7152934
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,5133356,6393921
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3933156,3863396
US-Canada Border,09/01/2007 12:00:00 AM,Personal Vehicles,2630684,2837879
US-Canada Border,09/01/2007 12:00:00 AM,Trucks,531706,546904
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Full,445275,402209
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,381680,357034
US-Canada Border,09/01/2007 12:00:00 AM,Bus Passengers,354549,338360
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,262279,272867
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,233770,204336
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,139864,143863
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Full,121028,96006
US-Canada Border,09/01/2007 12:00:00 AM,Truck Containers Empty,82665,68186
US-Canada Border,09/01/2007 12:00:00 AM,Pedestrians,55005,57309
US-Canada Border,09/01/2007 12:00:00 AM,Rail Containers Empty,46717,32183
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,37443,25595
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,32225,21747
US-Canada Border,09/01/2007 12:00:00 AM,Train Passengers,23320,20357
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,21091,21800
US-Canada Border,09/01/2007 12:00:00 AM,Buses,13033,13608
US-Canada Border,09/01/2007 12:00:00 AM,Trains,2460,2790
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,1726,1331
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,691
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,13919567,16893298
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicles,6709535,7156123
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,6644476,6392118
US-Mexico Border,08/01/2007 12:00:00 AM,Pedestrians,4249198,3860620
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicles,3280417,2834695
US-Canada Border,08/01/2007 12:00:00 AM,Trucks,555071,546845
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Full,467924,401736
US-Mexico Border,08/01/2007 12:00:00 AM,Trucks,432633,356490
US-Canada Border,08/01/2007 12:00:00 AM,Bus Passengers,404137,337886
US-Mexico Border,08/01/2007 12:00:00 AM,Bus Passengers,309378,272604
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Full,265884,203893
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Empty,163601,143720
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Full,116050,95861
US-Canada Border,08/01/2007 12:00:00 AM,Pedestrians,101226,56993
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Empty,88062,68042
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Empty,46296,32081
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Empty,36873,25513
US-Canada Border,08/01/2007 12:00:00 AM,Train Passengers,35206,20250
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Full,33310,21663
US-Mexico Border,08/01/2007 12:00:00 AM,Buses,23503,21787
US-Canada Border,08/01/2007 12:00:00 AM,Buses,15151,13596
US-Canada Border,08/01/2007 12:00:00 AM,Trains,2553,2791
US-Mexico Border,08/01/2007 12:00:00 AM,Train Passengers,1749,1327
US-Mexico Border,08/01/2007 12:00:00 AM,Trains,903,689
US-Mexico Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,14045607,16913933
US-Mexico Border,07/01/2007 12:00:00 AM,Personal Vehicles,6742846,7159117
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicle Passengers,6237211,6393240
US-Mexico Border,07/01/2007 12:00:00 AM,Pedestrians,4494891,3856023
US-Canada Border,07/01/2007 12:00:00 AM,Personal Vehicles,3166217,2832292
US-Canada Border,07/01/2007 12:00:00 AM,Trucks,510805,547106
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Full,422561,401585
US-Mexico Border,07/01/2007 12:00:00 AM,Trucks,399854,356175
US-Canada Border,07/01/2007 12:00:00 AM,Bus Passengers,390318,337506
US-Mexico Border,07/01/2007 12:00:00 AM,Bus Passengers,369172,271904
US-Mexico Border,07/01/2007 12:00:00 AM,Truck Containers Full,256250,203513
US-Mexico Border,07/01/2007 12:00:00 AM,Truck Containers Empty,149709,143676
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Full,106367,95784
US-Canada Border,07/01/2007 12:00:00 AM,Truck Containers Empty,78219,67968
US-Canada Border,07/01/2007 12:00:00 AM,Pedestrians,63886,56943
US-Canada Border,07/01/2007 12:00:00 AM,Rail Containers Empty,44201,31993
US-Mexico Border,07/01/2007 12:00:00 AM,Rail Containers Empty,35623,25439
US-Canada Border,07/01/2007 12:00:00 AM,Train Passengers,35591,20138
US-Mexico Border,07/01/2007 12:00:00 AM,Rail Containers Full,29769,21604
US-Mexico Border,07/01/2007 12:00:00 AM,Buses,23258,21776
US-Canada Border,07/01/2007 12:00:00 AM,Buses,14796,13587
US-Canada Border,07/01/2007 12:00:00 AM,Trains,2485,2793
US-Mexico Border,07/01/2007 12:00:00 AM,Train Passengers,1554,1325
US-Mexico Border,07/01/2007 12:00:00 AM,Trains,845,687
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,13083182,16941894
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,6582985,7163322
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,6400664
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,4331611,3852551
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,2833222
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,547077
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,401145
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,414625,355748
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,337183
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,294326,271740
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,271460,203017
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,142058,143687
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,95663
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,67863
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,31890
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,57062
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,35358,25366
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,20035
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,33376,21518
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,21977,21774
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,13583
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,2795
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,1553,1323
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,685
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,14395843,16960614
US-Mexico Border,05/01/2007 12:00:00 AM,Personal Vehicles,7140581,7163489
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicle Passengers,5316722,6408634
US-Mexico Border,05/01/2007 12:00:00 AM,Pedestrians,4013418,3851368
US-Canada Border,05/01/2007 12:00:00 AM,Personal Vehicles,2487147,2835766
US-Canada Border,05/01/2007 12:00:00 AM,Trucks,592961,546739
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Full,483402,400540
US-Mexico Border,05/01/2007 12:00:00 AM,Trucks,439258,355133
US-Canada Border,05/01/2007 12:00:00 AM,Bus Passengers,393720,336767
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Full,273262,202500
US-Mexico Border,05/01/2007 12:00:00 AM,Bus Passengers,250618,271895
US-Mexico Border,05/01/2007 12:00:00 AM,Truck Containers Empty,161952,143552
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Full,113921,95528
US-Canada Border,05/01/2007 12:00:00 AM,Truck Containers Empty,81495,67762
US-Canada Border,05/01/2007 12:00:00 AM,Rail Containers Empty,47495,31775
US-Canada Border,05/01/2007 12:00:00 AM,Pedestrians,44870,57151
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Empty,38180,25271
US-Mexico Border,05/01/2007 12:00:00 AM,Rail Containers Full,34472,21422
US-Canada Border,05/01/2007 12:00:00 AM,Train Passengers,24359,20003
US-Mexico Border,05/01/2007 12:00:00 AM,Buses,21278,21777
US-Canada Border,05/01/2007 12:00:00 AM,Buses,13803,13581
US-Canada Border,05/01/2007 12:00:00 AM,Trains,2708,2795
US-Mexico Border,05/01/2007 12:00:00 AM,Train Passengers,1778,1319
US-Mexico Border,05/01/2007 12:00:00 AM,Trains,934,683
US-Mexico Border,04/01/2007 12:00:00 AM,Personal Vehicle Passengers,14100769,16981798
US-Mexico Border,04/01/2007 12:00:00 AM,Personal Vehicles,6925956,7165248
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicle Passengers,4228109,6424786
US-Mexico Border,04/01/2007 12:00:00 AM,Pedestrians,3735771,3852224
US-Canada Border,04/01/2007 12:00:00 AM,Personal Vehicles,2198229,2840488
US-Canada Border,04/01/2007 12:00:00 AM,Trucks,552580,546695
US-Canada Border,04/01/2007 12:00:00 AM,Truck Containers Full,458733,400108
US-Mexico Border,04/01/2007 12:00:00 AM,Trucks,400621,354796
US-Canada Border,04/01/2007 12:00:00 AM,Bus Passengers,280889,337180
US-Mexico Border,04/01/2007 12:00:00 AM,Bus Passengers,270990,271901
US-Mexico Border,04/01/2007 12:00:00 AM,Truck Containers Full,257851,202089
US-Mexico Border,04/01/2007 12:00:00 AM,Truck Containers Empty,145431,143538
US-Canada Border,04/01/2007 12:00:00 AM,Rail Containers Full,117121,95368
US-Canada Border,04/01/2007 12:00:00 AM,Truck Containers Empty,75089,67707
US-Canada Border,04/01/2007 12:00:00 AM,Rail Containers Empty,48078,31654
US-Mexico Border,04/01/2007 12:00:00 AM,Rail Containers Empty,39570,25165
US-Mexico Border,04/01/2007 12:00:00 AM,Rail Containers Full,30342,21355
US-Canada Border,04/01/2007 12:00:00 AM,Pedestrians,26345,57379
US-Mexico Border,04/01/2007 12:00:00 AM,Buses,22074,21774
US-Canada Border,04/01/2007 12:00:00 AM,Train Passengers,12859,20055
US-Canada Border,04/01/2007 12:00:00 AM,Buses,10197,13606
US-Canada Border,04/01/2007 12:00:00 AM,Trains,2611,2796
US-Mexico Border,04/01/2007 12:00:00 AM,Train Passengers,1841,1315
US-Mexico Border,04/01/2007 12:00:00 AM,Trains,909,681
US-Mexico Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,14669731,16999052
US-Mexico Border,03/01/2007 12:00:00 AM,Personal Vehicles,7282381,7164373
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,4287711,6440734
US-Mexico Border,03/01/2007 12:00:00 AM,Pedestrians,4133135,3850127
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicles,2229742,2845045
US-Canada Border,03/01/2007 12:00:00 AM,Trucks,587330,546391
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Full,485451,399471
US-Mexico Border,03/01/2007 12:00:00 AM,Trucks,437841,354176
US-Mexico Border,03/01/2007 12:00:00 AM,Truck Containers Full,278342,201519
US-Mexico Border,03/01/2007 12:00:00 AM,Bus Passengers,272215,271898
US-Canada Border,03/01/2007 12:00:00 AM,Bus Passengers,230391,337976
US-Mexico Border,03/01/2007 12:00:00 AM,Truck Containers Empty,150614,143485
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Full,126081,95138
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Empty,88717,67550
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Empty,46108,31546
US-Mexico Border,03/01/2007 12:00:00 AM,Rail Containers Empty,38760,25063
US-Mexico Border,03/01/2007 12:00:00 AM,Rail Containers Full,32320,21273
US-Canada Border,03/01/2007 12:00:00 AM,Pedestrians,23973,57628
US-Mexico Border,03/01/2007 12:00:00 AM,Buses,21880,21773
US-Canada Border,03/01/2007 12:00:00 AM,Train Passengers,10109,20129
US-Canada Border,03/01/2007 12:00:00 AM,Buses,8927,13640
US-Canada Border,03/01/2007 12:00:00 AM,Trains,2619,2797
US-Mexico Border,03/01/2007 12:00:00 AM,Train Passengers,1817,1311
US-Mexico Border,03/01/2007 12:00:00 AM,Trains,951,678
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,12722598,17031205
US-Mexico Border,02/01/2007 12:00:00 AM,Personal Vehicles,6476693,7169543
US-Mexico Border,02/01/2007 12:00:00 AM,Pedestrians,3742490,3850936
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicle Passengers,3421337,6463436
US-Canada Border,02/01/2007 12:00:00 AM,Personal Vehicles,1804361,2852869
US-Canada Border,02/01/2007 12:00:00 AM,Trucks,514972,546627
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Full,430045,399241
US-Mexico Border,02/01/2007 12:00:00 AM,Trucks,378824,353990
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Full,244817,201193
US-Mexico Border,02/01/2007 12:00:00 AM,Bus Passengers,209480,272367
US-Canada Border,02/01/2007 12:00:00 AM,Bus Passengers,191802,339075
US-Mexico Border,02/01/2007 12:00:00 AM,Truck Containers Empty,138774,143520
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Full,99058,95108
US-Canada Border,02/01/2007 12:00:00 AM,Truck Containers Empty,78024,67471
US-Canada Border,02/01/2007 12:00:00 AM,Rail Containers Empty,36296,31510
US-Mexico Border,02/01/2007 12:00:00 AM,Rail Containers Empty,34688,24990
US-Mexico Border,02/01/2007 12:00:00 AM,Rail Containers Full,28480,21218
US-Mexico Border,02/01/2007 12:00:00 AM,Buses,19608,21789
US-Canada Border,02/01/2007 12:00:00 AM,Pedestrians,11668,57973
US-Canada Border,02/01/2007 12:00:00 AM,Train Passengers,9292,20210
US-Canada Border,02/01/2007 12:00:00 AM,Buses,7536,13685
US-Canada Border,02/01/2007 12:00:00 AM,Trains,2146,2801
US-Mexico Border,02/01/2007 12:00:00 AM,Train Passengers,1670,1308
US-Mexico Border,02/01/2007 12:00:00 AM,Trains,804,677
US-Mexico Border,01/01/2007 12:00:00 AM,Personal Vehicle Passengers,13855551,17055262
US-Mexico Border,01/01/2007 12:00:00 AM,Personal Vehicles,7020124,7170674
US-Mexico Border,01/01/2007 12:00:00 AM,Pedestrians,3776421,3851500
US-Canada Border,01/01/2007 12:00:00 AM,Personal Vehicle Passengers,3364197,6486915
US-Canada Border,01/01/2007 12:00:00 AM,Personal Vehicles,2071670,2858787
US-Canada Border,01/01/2007 12:00:00 AM,Trucks,536693,546702
US-Canada Border,01/01/2007 12:00:00 AM,Truck Containers Full,436935,398955
US-Mexico Border,01/01/2007 12:00:00 AM,Trucks,390428,353713
US-Mexico Border,01/01/2007 12:00:00 AM,Bus Passengers,255478,272494
US-Mexico Border,01/01/2007 12:00:00 AM,Truck Containers Full,235729,200931
US-Canada Border,01/01/2007 12:00:00 AM,Bus Passengers,194298,340171
US-Mexico Border,01/01/2007 12:00:00 AM,Truck Containers Empty,141980,143531
US-Canada Border,01/01/2007 12:00:00 AM,Rail Containers Full,112951,94972
US-Canada Border,01/01/2007 12:00:00 AM,Truck Containers Empty,79364,67380
US-Canada Border,01/01/2007 12:00:00 AM,Rail Containers Empty,44681,31410
US-Mexico Border,01/01/2007 12:00:00 AM,Rail Containers Empty,36684,24901
US-Mexico Border,01/01/2007 12:00:00 AM,Rail Containers Full,24424,21193
US-Mexico Border,01/01/2007 12:00:00 AM,Buses,21571,21790
US-Canada Border,01/01/2007 12:00:00 AM,Pedestrians,15290,58296
US-Canada Border,01/01/2007 12:00:00 AM,Train Passengers,8624,20297
US-Canada Border,01/01/2007 12:00:00 AM,Buses,8313,13725
US-Canada Border,01/01/2007 12:00:00 AM,Trains,2481,2803
US-Mexico Border,01/01/2007 12:00:00 AM,Train Passengers,1727,1304
US-Mexico Border,01/01/2007 12:00:00 AM,Trains,834,675
US-Mexico Border,12/01/2006 12:00:00 AM,Personal Vehicle Passengers,15815174,17064728
